"","6010101","6010102","6010103","6010104","6010105","6010106","6010107","6010108","6010109","6010110","6010111","6010112","6010113","6010114","6010115","6010116","6010117","6010118","6010151","6010152","6010153","6010154","6010155","6010156","6010157","6010158"
"6010101",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1
"6010102",2,1,3,3,3,2,1,2,2,1,1,1,1,1,1,3,1,2,3,3,1,1,3,1,1,1
"6010103",1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
"6010104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"6010105",2,2,3,3,2,3,2,3,3,2,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,1
"6010106",1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1
"6010107",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
"6010108",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,1,1,2,1,1,1
"6010109",1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
"6010110",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010111",1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"6010112",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1
"6010113",2,2,3,3,3,1,1,1,2,1,1,1,1,1,1,2,2,3,2,3,1,2,2,1,1,1
"6010114",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1
"6010115",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
"6010116",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6010117",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010118",1,1,3,3,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,3,1,1,1
"6010151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010154",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010155",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010156",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010157",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6010158",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
